ID,Year,Month,Day,Time(UTC),Lat,Lon,Area(km^2),Volcano,Level,Reliability,FRP(Wm^-2),QF,Hot(ID)
704,2026,8,18,1421,-32.44,117.64,4.18,0,1,3,4.27,0,704
705,2026,8,18,1421,-32.44,117.66,4.18,0,1,3,4.27,0,704
706,2026,8,18,1421,-32.46,117.64,4.18,0,1,1,3.71,0,704
707,2026,8,18,1421,-32.48,117.6,4.18,0,2,3,1.43,0,709
708,2026,8,18,1421,-32.48,117.62,4.18,0,2,3,1.43,0,709
709,2026,8,18,1421,-32.5,117.6,4.18,0,1,3,8.22,0,709
710,2026,8,18,1421,-32.52,140.44,4.18,0,1,1,7.44,0,710
711,2026,8,18,1421,-32.52,140.46,4.18,0,1,1,6.64,0,710
712,2026,8,18,1421,-32.52,140.48,4.18,0,1,1,6.64,0,710
713,2026,8,18,1421,-32.54,117.66,4.18,0,1,3,5.16,0,715
714,2026,8,18,1421,-32.56,117.64,4.18,0,1,3,2.88,0,715
715,2026,8,18,1421,-32.56,117.66,4.18,0,1,3,5.17,0,715
716,2026,8,18,1421,-32.58,117.66,4.18,0,1,3,2.44,0,715
717,2026,8,18,1421,-32.88,147.26,4.16,0,2,3,1.35,0,719
718,2026,8,18,1421,-32.9,147.26,4.16,0,2,5,3.01,0,719
719,2026,8,18,1421,-32.92,147.26,4.16,0,2,5,3.01,0,719
720,2026,8,18,1421,-33.2,115.8,4.15,0,1,1,4.83,0,720
721,2026,8,18,1421,-33.48,142.26,4.13,0,2,3,6.22,0,722
722,2026,8,18,1421,-33.5,142.26,4.13,0,2,3,6.22,0,722
723,2026,8,18,1421,-33.74,146.3,4.12,0,1,3,4.24,0,723
724,2026,8,18,1421,-33.76,146.3,4.12,0,1,3,3.81,0,723
725,2026,8,18,1421,-33.78,146.3,4.12,0,1,3,3.89,0,723
726,2026,8,18,1421,-33.78,146.32,4.12,0,1,3,2.75,0,723
727,2026,8,18,1421,-33.8,146.3,4.12,0,1,3,2.27,0,723
728,2026,8,18,1421,-33.82,146.3,4.12,0,1,3,2.27,0,723
729,2026,8,18,1421,-33.82,146.32,4.12,0,1,3,2.27,0,723
730,2026,8,18,1421,-33.9,146.18,4.11,0,2,1,2.31,0,730
731,2026,8,18,1421,-35.74,137.12,4.02,0,2,3,4.32,0,733
732,2026,8,18,1421,-35.76,137.12,4.02,0,2,1,4.32,0,733
733,2026,8,18,1421,-35.78,137.12,4.02,0,2,3,6.77,0,733
734,2026,8,18,1421,-35.78,137.14,4.02,0,2,3,5.55,0,733
735,2026,8,18,1421,-37.26,140.56,3.94,0,1,3,4.8,0,735
736,2026,8,18,1421,-37.26,140.58,3.94,0,1,3,4.8,0,735
737,2026,8,18,1421,-37.26,142.76,3.94,0,1,1,3.43,0,737
738,2026,8,18,1421,-37.94,143.28,3.91,0,2,1,4.11,0,739
739,2026,8,18,1421,-37.94,143.3,3.91,0,2,3,4.69,0,739
740,2026,8,18,1421,-37.94,143.32,3.91,0,2,3,4.69,0,739
741,2026,8,18,1421,-39.78,143.9,3.81,0,2,3,0.52,0,741
742,2026,8,18,1421,-42.64,172.86,3.65,0,2,3,1.08,0,742
743,2026,8,18,1421,-42.64,172.88,3.65,0,2,3,1.08,0,742
744,2026,8,18,1421,-42.66,172.88,3.65,0,2,3,1.08,0,742
